0,0,16232,32208,-1,-1,-1,-1,-1,-1
1,2.28171,12453,24650,-1,-1,-1,-1,-1,-1
2,1.17385,15307,86945,-1,-1,-1,-1,-1,-1
3,6.45129,15307,86945,-1,-1,-1,-1,-1,-1
4,1.29312,31937,111241,-1,-1,-1,-1,-1,-1
5,7.15831,66002,323662,-1,-1,-1,-1,-1,-1
6,0.200564,66002,323662,1.54857e-07,0.244536,3.14159,2.5709,1.15521e+06,128.744
8,5.33285,13919,79359,0.000337029,0.424403,3.14097,2.23376,756.052,12.3154
7,0.144927,26241,143242,0.000337029,0.501895,3.14097,2.1186,756.052,9.77186
8,1.6274,16332,92748,0.000337029,0.465026,3.14097,2.18387,756.052,10.7283
9,0.813328,16332,87677,0.00307242,0.492069,3.13551,2.13223,704.242,9.04276
10,0.871038,16332,87677,0.00307242,0.509342,3.13551,2.16779,264.607,7.83472
7,0.0844058,21120,109809,0.00307242,0.550359,3.13551,2.10878,264.607,7.14766
8,1.47864,16498,88878,0.00307242,0.524836,3.13551,2.14601,140.503,7.53737
9,0.585155,16498,88134,0.00307242,0.540293,3.13551,2.10656,140.503,7.17152
10,0.798971,16498,88134,0.00307242,0.551588,3.13551,2.10766,140.503,6.91972
7,0.0706662,19280,99654,0.00307242,0.572959,3.13551,2.07743,140.503,6.61173
8,1.30582,16450,87868,0.00307242,0.554594,3.13551,2.10254,140.503,6.86055
9,0.493548,16450,87667,0.00307242,0.560755,3.13551,2.08582,140.503,6.73601
10,0.738471,16450,87667,0.013816,0.56669,3.1224,2.08357,56.0296,6.62427
7,0.0587555,18465,95476,0.013816,0.581533,3.1224,2.06294,56.0296,6.42536
8,1.42267,16330,87005,0.013816,0.566752,3.10248,2.08431,47.8739,6.62077
9,0.453807,16330,86849,0.013816,0.570059,3.10248,2.07618,47.8739,6.5509
10,0.71188,16330,86849,0.013816,0.573801,3.10248,2.07395,45.3402,6.49194
7,0.0560412,18128,93657,0.013816,0.586597,3.10248,2.05577,45.3402,6.32252
8,1.23688,16304,86692,0.013816,0.573826,3.10248,2.07387,45.3402,6.48992
9,0.438379,16304,86672,0.013816,0.575716,3.10248,2.06834,45.3402,6.44463
10,0.676107,16304,86672,0.013816,0.578416,3.10248,2.06651,45.3402,6.40325
11,0.0523094,-1,-1,-1,-1,-1,-1,-1,-1
7,0.148548,28346,148994,0.013816,0.617647,3.10248,2.00218,45.3402,5.73556
8,1.72476,20143,109029,0.013816,0.609302,3.10248,2.02131,45.3402,5.80681
9,0.737146,20143,109520,0.013816,0.617663,3.09418,1.99434,45.3402,5.60242
10,0.849707,20143,109520,0.013816,0.636866,3.09418,1.98151,45.3402,5.41864
