9,0.131546,4829,24562,0.123941,0.835261,2.73328,1.71663,18.9439,3.63185
10,0.0986845,4829,24562,0.132972,0.836889,2.73328,1.71481,18.9439,3.62278
11,0.0041866,-1,-1,-1,-1,-1,-1,-1,-1
7,0.0240137,6599,32921,0.129168,0.802666,2.97735,1.75357,18.9439,3.85924
8,0.152782,5288,27092,0.136078,0.82107,2.97735,1.73118,18.9439,3.71796
9,0.145893,5288,27127,0.136078,0.820942,2.97735,1.73075,18.9439,3.71147
10,0.115932,5288,27127,0.107909,0.827393,2.97472,1.72497,18.9439,3.66922
11,0.0076648,-1,-1,-1,-1,-1,-1,-1,-1
7,0.0342538,8714,44491,0.107909,0.787224,2.97472,1.78106,19.2403,3.96538
8,0.214058,6363,33234,0.107909,0.807277,2.97472,1.75301,18.9439,3.78545
9,0.180289,6363,33302,0.107909,0.807473,2.97472,1.75139,18.9439,3.76869
10,0.154713,6363,33302,0.103706,0.822928,2.97241,1.73474,18.9439,3.68889
8,0.258609,6198,32376,0.103706,0.822938,2.97241,1.73352,18.9439,3.68858
12,0.063781,2264,8811,0.108495,0.802017,2.97132,1.75268,18.9439,3.78785
13,-1,0,-1,-1,-1,-1,-1,-1,-1
