0,0,25002,50000,-1,-1,-1,-1,-1,-1
1,3.74473,14349,28694,-1,-1,-1,-1,-1,-1
2,1.28267,17160,99252,-1,-1,-1,-1,-1,-1
3,8.10885,17160,99252,-1,-1,-1,-1,-1,-1
4,1.4951,36244,127063,-1,-1,-1,-1,-1,-1
5,7.95372,75358,370947,-1,-1,-1,-1,-1,-1
6,0.250897,75358,370947,2.16298e-06,0.23551,3.14153,2.58151,739111,107.518
8,6.47432,15123,87880,0.000228853,0.416222,3.14082,2.24876,1444.53,12.972
7,0.0436148,15286,88520,0.000228853,0.418113,3.14082,2.24563,1444.53,12.9101
8,1.39739,15044,87510,0.000228853,0.416217,3.14082,2.24809,841.69,12.9233
9,0.702624,15044,81008,0.00075947,0.4302,3.13996,2.2375,402.216,11.2503
10,0.967881,15044,81008,0.000775183,0.432736,3.13755,2.28973,326.654,9.81792
7,0.0400462,15121,81311,0.000775183,0.43359,3.13755,2.28856,326.654,9.79878
8,1.83895,14010,75810,0.00368076,0.429499,3.13383,2.29278,112.056,9.73777
9,0.440677,14010,74890,0.0055697,0.441671,3.12674,2.26771,100.482,9.41514
10,0.872141,14010,74890,0.0055697,0.443077,3.12674,2.27735,100.482,9.21307
7,0.0365671,14120,75298,0.0055697,0.444342,3.12674,2.27546,100.482,9.18832
8,1.23837,13721,73430,0.0055697,0.44164,3.12674,2.27907,100.482,9.20832
9,0.354727,13721,73170,0.0055697,0.444838,3.12674,2.27167,86.775,9.12099
10,0.782206,13721,73170,0.0055697,0.446062,3.12674,2.27239,86.775,9.05076
7,0.0353969,13803,73443,0.0055697,0.447049,3.12674,2.27095,86.775,9.03339
8,1.10664,13600,72565,0.0055697,0.445702,3.12674,2.27274,86.775,9.04055
9,0.320842,13600,72454,0.0055697,0.447107,3.12674,2.26975,86.775,9.00278
10,0.749726,13600,72454,0.0055697,0.447847,3.12674,2.26965,86.775,8.96936
11,0.0463318,-1,-1,-1,-1,-1,-1,-1,-1
7,0.0598967,15063,79435,0.0055697,0.468069,3.12674,2.23768,86.775,8.59153
8,1.19522,13909,74101,0.0055697,0.457292,3.12674,2.25707,86.775,8.82576
9,0.344373,13909,74188,0.0055697,0.459029,3.12674,2.25038,86.4259,8.76867
10,0.753748,13909,74188,0.0055697,0.461702,3.12674,2.24971,86.4259,8.7125
7,0.039618,14390,76268,0.0055697,0.46847,3.12674,2.2406,86.4259,8.59684
8,1.10258,13837,73836,0.0055697,0.461608,3.12674,2.2498,86.4259,8.71228
9,0.344773,13837,73869,0.0055697,0.462657,3.12674,2.24593,86.4259,8.67528
10,0.730369,13837,73869,0.0055697,0.463557,3.12674,2.24656,86.4259,8.64271
11,0.0525077,-1,-1,-1,-1,-1,-1,-1,-1
7,0.0982567,20260,109167,0.0055697,0.501246,3.12674,2.15871,86.4259,7.82997
8,1.4223,15776,86306,0.0055697,0.493921,3.12674,2.19395,86.4259,7.79853
9,0.576377,15776,86684,0.0055697,0.507487,3.12674,2.15168,86.4259,7.41005
10,0.889554,15776,86684,0.0055697,0.518811,3.12674,2.15118,86.4259,7.15446
7,0.0582169,17124,93257,0.0055697,0.530335,3.12674,2.13468,86.4259,6.98111
8,1.20302,15738,86560,0.0055697,0.520104,3.12674,2.14924,86.4259,7.1186
9,0.518092,15738,86547,0.0055697,0.5279,3.12674,2.1279,86.4259,6.94572
10,0.855088,15738,86547,0.0055697,0.53243,3.12674,2.12768,86.4259,6.83052
7,0.0535069,16712,91159,0.0055697,0.540601,3.12674,2.11679,86.4259,6.71711
8,1.12932,15710,86438,0.0055697,0.532913,3.12674,2.12675,86.4259,6.8115
9,0.460954,15710,86354,0.0055697,0.537577,3.12674,2.11444,86.4259,6.71902
10,0.825847,15710,86354,0.0055697,0.540208,3.12674,2.11401,86.4259,6.65655
7,0.0518956,16439,89740,0.0055697,0.546333,3.12674,2.10652,86.4259,6.57615
8,1.12854,15659,86091,0.0055697,0.540423,3.12674,2.11397,86.4259,6.64838
9,0.448681,15659,86035,0.0055697,0.543278,3.12674,2.10607,86.4259,6.59156
10,0.788885,15659,86035,0.0055697,0.545239,3.12674,2.105,86.4259,6.55161
7,0.0497764,16209,88548,0.0055697,0.549689,3.12674,2.09981,86.4259,6.49304
8,1.00732,15624,85865,0.0055697,0.54511,3.12674,2.10524,86.4259,6.5502
9,0.426356,15624,85822,0.0055697,0.547028,3.12674,2.10092,86.4259,6.5158
10,0.780484,15624,85822,0.0055697,0.548182,3.12674,2.10039,86.4259,6.49012
11,0.0522223,-1,-1,-1,-1,-1,-1,-1,-1
7,0.20103,31297,169842,0.0055697,0.593543,3.12674,2.02705,86.4259,5.75026
8,2.01841,20539,115527,0.0055697,0.593538,3.12674,2.03404,86.4259,5.68178
9,0.885073,20539,115759,0.0213195,0.607704,3.09906,1.99543,56.2094,5.41501
10,1.04904,20539,115759,0.0213195,0.632956,3.09906,1.97457,56.2094,5.18816
7,0.097345,24319,134334,0.0213195,0.643737,3.09906,1.96132,56.2094,5.08352
8,1.42193,20525,115716,0.0213195,0.634123,3.09906,1.97187,56.2094,5.1672
9,0.75507,20525,115732,0.0213195,0.639316,3.09906,1.95713,46.2926,5.07677
